96;110;0;6;0;0;0;0;0;0;0;0;7;-13;7;-13;7;-16;4;-18;5;-17;3;-17;4;-15;1;-18;1;-20;1;-21;1;-21;-2;-21;-3;-20;-3;-17;-5;-17;-4;-17;-2;-12;-3;-14;-1;-12;0;-10;1;-9;4;-10;8;-9;11;-12;8;-13;10;-11;0;0;10;-13;10;-13;10;-13;11;-12;9;-13;9;-14;10;-16;8;-12;9;-13;10;-8;11;-8;13;-9;15;-9;15;-10;14;-11;15;-10;16;-10;14;-10;16;-11;14;-11;12;-11;13;-12;14;-10;13;-8;14;-9;14;-7;0;0;0;0;0;0;0;0;0;0;1697900620.7651765;
96;110;0;6;0;0;0;0;0;0;0;0;-10;5;-14;3;-15;4;-14;6;-15;8;-13;7;-15;6;-15;7;-14;9;-16;9;-16;13;-13;14;-7;15;-11;11;-9;10;-7;11;-11;7;-8;7;-8;5;-8;3;-7;4;-7;2;-12;2;-13;3;-15;0;-13;1;0;0;-15;0;-15;-2;-15;-1;-14;-2;-15;-1;-16;-2;-16;0;-15;-1;-15;-2;-13;-4;-13;-2;-12;-2;-14;-6;-15;-9;-16;-9;-16;-7;-18;-8;-15;-9;-17;-6;-15;-8;-14;-6;-16;-7;-16;-6;-14;-8;-14;-5;-13;-7;0;0;0;0;0;0;0;0;0;0;1697900620.7651765;
96;110;0;6;0;0;0;0;0;0;0;0;10;-14;11;-19;9;-21;8;-21;8;-21;6;-21;10;-21;9;-23;9;-27;4;-26;3;-29;4;-26;1;-25;1;-20;-1;-21;0;-23;2;-17;1;-16;2;-14;5;-11;2;-10;8;-10;9;-9;13;-8;14;-12;14;-11;0;0;19;-11;13;-10;16;-9;16;-8;18;-9;19;-9;20;-8;17;-8;19;-8;17;-6;18;-4;20;-2;23;-2;23;-2;24;-3;23;-3;25;-1;25;-2;25;-1;23;-1;22;-1;23;-2;21;-1;20;1;22;2;19;0;0;0;0;0;0;0;0;0;0;0;1697900620.780818;
96;110;0;6;0;0;0;0;0;0;0;0;6;-10;8;-21;6;-14;2;-18;5;-18;0;-15;3;-16;2;-22;-1;-20;2;-20;1;-21;-3;-21;-2;-19;-3;-17;0;-16;-4;-19;-1;-15;-1;-12;-2;-11;0;-6;-1;-8;4;-9;6;-10;10;-9;7;-11;10;-10;0;0;12;-10;12;-7;10;-12;9;-7;10;-8;14;-8;13;-8;13;-7;14;-6;11;-6;15;-3;13;-2;13;-2;17;-2;17;-5;18;-3;19;-3;17;0;18;-3;20;-2;17;-3;16;-1;17;-1;15;2;14;-1;12;-1;0;0;0;0;0;0;0;0;0;0;1697900620.780818;
96;110;0;6;0;0;0;0;0;0;0;0;-12;-36;-14;-37;-25;-41;-34;-41;-28;-39;-22;-37;-29;-37;-28;-36;-36;-39;-34;-40;-45;-34;-62;-31;-47;-27;-39;-30;-34;-14;-44;-24;-24;-11;-26;-9;-29;-25;-21;-17;-18;-6;-15;-10;-16;-15;-14;-34;-19;-58;-16;-42;0;0;-16;-38;-9;-45;-8;-39;-16;-49;-28;-42;-12;-50;-19;-46;-7;-35;-11;-42;10;-36;-3;-51;8;-32;3;-42;13;-42;4;-45;15;-49;8;-57;16;-50;8;-47;13;-47;3;-45;4;-44;6;-48;17;-43;12;-43;12;-43;0;0;0;0;0;0;0;0;0;0;1697900620.7964401;
96;110;0;6;0;0;0;0;0;0;0;0;-8;-12;-11;-14;-11;-16;-11;-13;-14;-12;-14;-15;-16;-11;-13;-10;-15;-11;-20;-11;-19;-11;-17;-10;-16;-7;-17;-7;-15;-5;-13;-6;-12;-3;-13;-4;-11;-7;-11;-6;-6;-7;-6;-8;-6;-10;-6;-13;-7;-13;-7;-12;0;0;-6;-13;-6;-15;-7;-15;-6;-15;-8;-16;-6;-17;-7;-16;-6;-16;-6;-16;-6;-14;-3;-15;-2;-18;-2;-17;-1;-17;-2;-18;-3;-19;-1;-20;-4;-19;-4;-19;-3;-18;-5;-18;-3;-16;-2;-18;-2;-18;-2;-17;0;-19;0;0;0;0;0;0;0;0;0;0;1697900620.7964401;
96;110;0;6;0;0;0;0;0;0;0;0;7;11;9;11;12;10;12;8;10;9;12;8;12;7;14;9;15;9;15;8;15;8;15;5;16;3;14;5;14;0;13;4;11;2;10;4;7;0;8;4;6;4;6;6;5;7;5;9;8;10;6;11;0;0;7;12;4;12;7;13;4;19;7;13;6;14;8;13;5;14;7;10;5;8;4;15;0;11;5;16;2;16;4;15;2;15;2;18;2;18;4;16;4;16;4;16;4;15;2;16;2;15;2;16;1;15;0;0;0;0;0;0;0;0;0;0;1697900620.8120677;
96;110;0;6;0;0;0;0;0;0;0;0;14;0;12;2;18;3;18;-4;13;-1;16;-3;16;-1;18;-3;19;-4;19;-6;18;-7;16;-6;12;-9;16;-12;14;-8;12;-9;10;-6;7;-3;8;-5;8;-2;8;-1;8;-1;11;3;11;6;14;8;14;5;0;0;11;4;14;11;13;4;13;8;15;8;14;7;15;7;14;7;13;9;7;6;11;10;12;11;12;12;10;14;11;11;12;15;16;17;13;14;11;12;15;14;13;12;12;11;11;13;12;11;9;9;12;16;0;0;0;0;0;0;0;0;0;0;1697900620.8120677;
96;110;0;6;0;0;0;0;0;0;0;0;11;3;14;2;16;2;16;2;15;6;9;3;15;0;16;-2;16;-2;16;-3;16;-6;16;-6;13;-5;13;-5;12;-6;11;-7;9;-5;9;-4;9;-3;7;-2;7;0;8;2;8;3;9;6;12;6;12;5;0;0;13;6;11;6;12;8;12;6;13;6;15;6;14;5;13;5;14;6;10;6;10;8;10;8;10;9;11;11;12;10;12;12;13;13;12;12;13;10;12;10;14;9;12;9;12;10;10;12;11;11;11;12;0;0;0;0;0;0;0;0;0;0;1697900620.8276896;
96;110;0;6;0;0;0;0;0;0;0;0;-13;3;-14;0;-11;4;-16;8;-14;7;-14;7;-13;7;-13;6;-16;7;-15;10;-14;9;-14;11;-12;14;-13;11;-8;11;-9;9;-8;8;-8;5;-6;4;-7;4;-6;1;-9;0;-10;-2;-10;-5;-12;-3;-14;-2;0;0;-13;-2;-13;0;-15;-3;-14;-8;-18;-5;-15;-4;-16;-4;-15;-4;-17;-4;-11;-5;-13;-9;-12;-7;-13;-6;-14;-8;-15;-10;-15;-10;-15;-11;-16;-10;-13;-10;-14;-12;-15;-9;-14;-9;-16;-10;-15;-12;-17;-9;-11;-8;0;0;0;0;0;0;0;0;0;0;1697900620.8276896;
96;110;0;6;0;0;0;0;0;0;0;0;-7;-14;-8;-12;-11;-15;-13;-12;-13;-11;-11;-14;-11;-12;-14;-14;-15;-11;-16;-11;-17;-12;-17;-8;-17;-9;-15;-9;-16;-6;-10;-4;-11;-7;-9;-6;-10;-6;-7;-7;-4;-8;-3;-8;-4;-11;-3;-14;-4;-15;-4;-14;0;0;-3;-15;-2;-14;-2;-15;-1;-17;-1;-17;-1;-18;-4;-17;-1;-17;0;-15;1;-13;3;-14;3;-16;4;-16;5;-18;5;-15;6;-17;6;-19;6;-17;6;-17;5;-17;5;-17;5;-16;6;-17;7;-16;7;-15;7;-15;0;0;0;0;0;0;0;0;0;0;1697900620.8433137;
