32;34;0;2;0;0;0;0;0;0;0;0;-22;-4;-24;-4;-28;-3;-29;-1;-27;-1;-26;-1;-28;-2;-29;-2;-32;-2;-33;2;-31;4;-32;5;-28;5;-27;2;-25;7;-23;6;-17;7;-15;6;-11;1;-6;2;-7;2;-2;-3;-1;-7;1;-10;2;-15;1;-15;0;0;3;-16;5;-19;7;-21;7;-21;4;-19;6;-23;9;-21;3;-21;5;-16;7;-14;10;-11;11;-12;14;-11;17;-11;17;-12;19;-12;21;-12;20;-11;19;-12;19;-12;18;-11;18;-10;18;-9;16;-7;14;-6;14;-3;0;0;0;0;0;0;0;0;0;0;1697904936.941838;
48;-125;0;8;0;0;0;0;0;0;0;0;-17;11;-20;12;-21;18;-20;18;-21;17;-20;17;-21;16;-23;15;-24;21;-22;24;-19;23;-21;23;-16;22;-15;19;-13;19;-14;18;-8;18;-7;14;-5;8;-6;5;-5;2;-4;-2;-5;-5;-5;-9;-9;-12;-9;-13;0;0;-9;-15;-7;-18;-8;-18;-9;-19;-8;-19;-8;-20;-10;-19;-8;-17;-6;-16;-3;-14;1;-17;1;-17;5;-18;7;-19;7;-19;7;-21;9;-23;7;-22;9;-23;7;-19;8;-20;8;-21;6;-20;6;-14;8;-14;9;-13;0;0;0;0;0;0;0;0;0;0;1697904936.9518528;
-32;30;0;1;0;0;0;0;0;0;0;0;-2;14;-4;18;-2;25;0;25;0;23;1;22;-1;23;0;25;-2;28;3;27;5;32;4;31;6;29;2;17;6;24;7;22;7;15;3;15;5;9;3;10;-2;7;-7;3;-5;-1;-10;-3;-8;-4;-11;-6;0;0;-14;-8;-14;-17;-14;-12;-17;-13;-15;-8;-15;-12;-16;-12;-20;-9;-14;-10;-12;-9;-8;-15;-8;-14;-7;-16;-6;-18;-5;-20;-4;-23;-5;-24;-5;-23;-2;-24;-5;-25;-6;-22;-7;-20;-8;-19;-6;-18;-5;-16;-3;-15;0;0;0;0;0;0;0;0;0;0;1697904940.960321;
-32;30;0;1;0;0;0;0;0;0;0;0;11;9;13;13;18;15;21;13;20;13;18;12;19;15;21;15;23;18;26;15;27;16;28;13;25;10;22;10;20;9;21;11;17;6;13;7;12;3;8;3;4;2;0;3;-2;3;-5;2;-9;2;-11;3;0;0;-14;1;-18;0;-19;0;-21;0;-20;1;-22;1;-22;2;-19;2;-17;0;-14;-2;-13;-8;-13;-9;-15;-11;-14;-13;-13;-15;-12;-17;-15;-19;-15;-18;-14;-19;-15;-19;-15;-18;-15;-17;-14;-14;-12;-14;-10;-13;-8;-13;0;0;0;0;0;0;0;0;0;0;1697904940.9698787;
81;85;0;21;20;-42;22;-42;24;-37;21;-31;22;-22;24;-13;25;-6;25;5;25;7;24;12;25;14;20;15;17;15;14;17;18;18;14;9;10;3;1;-3;-11;-3;-16;3;-13;4;-12;4;-14;0;-12;4;-4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;-26;1;-20;2;-16;2;-12;9;-6;16;-7;19;-19;9;-27;-5;-23;-15;-16;-19;1;-12;7;-11;10;-5;8;-11;5;-14;4;-16;2;-15;3;-13;4;-10;-1;-6;-6;2;-11;7;-22;7;-26;16;-28;21;-32;1697904943.0184827;
48;-125;0;8;0;0;0;0;0;0;0;0;9;3;15;6;21;4;22;1;21;1;21;0;21;4;23;4;27;4;26;2;28;4;30;2;26;-1;24;-1;22;-4;21;-5;16;-9;9;-8;3;-4;1;-5;-1;-3;-4;-4;-7;-2;-12;-2;-13;0;-16;1;0;0;-20;0;-20;-1;-21;-1;-20;-1;-21;-2;-21;0;-19;-3;-12;0;-18;0;-11;-6;-9;-13;-17;-17;-7;-16;-6;-26;-10;-20;-10;-26;-10;-28;-9;-22;0;-26;-8;-26;-5;-29;-6;-23;0;-22;2;-23;2;-21;3;-20;0;0;0;0;0;0;0;0;0;0;1697904943.0493863;
112;-121;0;8;0;0;0;0;0;0;0;0;4;-8;6;-12;6;-18;3;-19;3;-18;3;-18;4;-18;4;-19;5;-21;4;-22;5;-23;3;-25;0;-22;0;-19;-1;-18;-2;-18;-5;-13;-5;-9;-5;-6;-4;-3;-4;0;-5;2;-4;6;-4;8;-3;10;-2;11;0;0;-3;13;-4;14;-5;15;-5;17;-4;17;-3;18;-3;16;-3;13;-4;10;-8;6;-13;4;-14;5;-16;4;-19;4;-19;3;-22;2;-24;2;-23;2;-22;2;-21;0;-21;-1;-21;-2;-18;-3;-19;-6;-16;-5;-15;-7;0;0;0;0;0;0;0;0;0;0;1697904943.0654056;
-16;-17;0;14;0;0;0;0;0;0;0;0;-12;23;-16;65;-12;65;3;62;-4;64;20;65;-2;60;-3;61;-2;74;2;73;4;82;6;87;14;73;9;60;2;57;13;57;16;36;7;30;3;17;4;9;2;-5;1;-29;-6;-18;4;-23;-8;-58;-7;-31;0;0;-2;-49;-1;-51;7;-51;-1;-65;1;-60;-4;-61;-7;-57;-8;-43;2;-32;17;-30;7;-30;31;-30;47;-29;40;-30;56;-22;69;-22;72;-26;73;-22;59;-22;71;-10;65;-15;68;-13;62;-7;57;-1;50;0;49;10;0;0;0;0;0;0;0;0;0;0;1697904943.096666;
80;37;0;2;0;0;0;0;0;0;0;0;-1;13;1;18;1;19;1;18;3;15;3;18;1;20;-3;22;-2;24;1;25;0;26;2;25;5;23;1;20;2;22;4;18;11;11;10;9;10;6;5;-3;-2;3;-1;-10;-7;-8;-2;-6;-5;-12;-7;-12;0;0;-7;-15;-6;-14;-6;-17;-5;-16;-8;-18;-5;-15;-9;-19;-4;-16;-1;-15;-4;-8;4;-12;13;-11;12;-12;13;-12;15;-13;17;-18;18;-16;16;-14;17;-17;16;-17;15;-9;18;-13;17;-10;16;-5;15;-5;13;-1;0;0;0;0;0;0;0;0;0;0;1697904943.9432087;
-96;82;0;4;0;0;0;0;0;0;0;0;3;12;1;14;3;20;7;19;5;19;6;20;8;26;8;22;7;25;11;26;8;26;14;26;12;19;9;16;12;14;12;16;9;12;10;5;4;3;9;0;1;-3;-5;-4;-7;-2;-10;-6;-14;-10;-12;-8;0;0;-12;-8;-12;-13;-15;-15;-16;-13;-16;-10;-18;-12;-16;-13;-17;-9;-9;-13;-7;-13;-1;-14;2;-20;2;-19;2;-23;1;-26;7;-28;3;-28;1;-25;0;-25;1;-24;3;-25;3;-23;4;-22;7;-16;7;-16;10;-13;0;0;0;0;0;0;0;0;0;0;1697904943.9432087;
80;37;0;2;0;0;0;0;0;0;0;0;8;-10;10;-12;14;-14;14;-15;13;-20;17;-16;18;-15;15;-16;25;-19;18;-22;17;-22;17;-23;13;-22;12;-18;10;-19;9;-21;4;-16;2;-13;-2;-9;-4;-7;-3;-4;-5;1;-6;5;-5;7;-5;12;-5;12;0;0;-6;12;-7;14;-9;16;-8;15;-7;16;-8;19;-8;16;-9;12;-6;11;-10;6;-15;3;-16;3;-19;0;-22;0;-23;1;-26;2;-28;1;-24;1;-25;1;-22;-4;-27;-3;-23;-3;-20;-5;-21;-5;-18;-7;-14;-9;0;0;0;0;0;0;0;0;0;0;1697904943.9643443;
96;110;0;6;0;0;0;0;0;0;0;0;8;1;9;4;10;4;12;3;12;4;11;5;13;7;14;6;16;8;18;6;18;6;20;4;17;2;16;1;15;1;16;-1;11;-2;9;-2;3;-1;0;-5;2;-2;0;-2;-4;-3;-6;-2;-9;0;-9;0;0;0;-10;-2;-14;-3;-10;-5;-13;-3;-18;-1;-16;-2;-16;1;-15;2;-11;-4;-5;-5;-7;-8;-7;-9;-5;-10;-5;-13;-4;-15;-3;-17;-5;-18;-3;-17;-4;-16;-2;-16;-3;-15;-3;-15;-2;-13;1;-13;0;-12;3;-10;0;0;0;0;0;0;0;0;0;0;1697904944.006116;
96;110;0;6;0;0;0;0;0;0;0;0;-2;8;-1;17;-8;21;-10;10;-1;11;-5;10;-11;12;-10;18;-5;16;-5;18;-5;20;-8;22;-1;15;-4;13;-3;15;-1;11;-1;8;-3;7;4;2;1;1;-8;-3;-3;-4;-3;-3;-7;-6;-9;-8;-9;-7;0;0;-9;-10;-10;-6;-11;-12;-10;-11;-10;-9;-8;-13;-13;-9;-10;-7;-4;-1;2;-7;1;-17;-5;-14;-6;-15;5;-15;-3;-13;2;-20;3;-19;-2;-20;2;-16;5;-19;-4;-20;3;-18;1;-12;3;-15;0;-11;2;-7;0;0;0;0;0;0;0;0;0;0;1697904944.0645022;
96;110;0;6;0;0;0;0;0;0;0;0;-2;8;-4;10;-3;12;-2;13;-2;13;-3;13;-4;14;-4;16;-6;18;-3;20;0;19;2;19;2;16;2;15;2;14;2;12;3;8;2;5;1;5;0;0;3;-3;-2;-3;-5;-4;-4;-5;-7;-9;-8;-9;0;0;-10;-11;-8;-13;-1;-10;-7;-18;-10;-13;-11;-10;-7;-8;-7;-11;-7;-10;-1;-9;3;-11;4;-11;5;-12;7;-14;7;-16;10;-14;11;-17;10;-16;10;-16;10;-15;10;-15;9;-14;9;-12;11;-10;10;-9;10;-7;0;0;0;0;0;0;0;0;0;0;1697904944.0690122;
96;110;0;6;0;0;0;0;0;0;0;0;8;2;9;4;11;4;13;3;12;4;13;4;15;5;15;5;18;5;19;2;20;0;20;-1;16;-3;14;-2;13;-3;12;-4;9;-3;6;-3;4;-3;1;-1;-1;0;-3;2;-3;3;-6;4;-7;7;-7;7;0;0;-8;7;-10;6;-11;7;-12;7;-11;9;-12;9;-11;9;-10;7;-9;5;-9;2;-11;-1;-13;-1;-14;-2;-15;-4;-15;-4;-16;-6;-18;-6;-17;-6;-17;-6;-16;-7;-17;-5;-15;-6;-14;-6;-13;-7;-12;-5;-9;-8;0;0;0;0;0;0;0;0;0;0;1697904944.1158986;
96;110;0;6;0;0;0;0;0;0;0;0;7;-6;9;-6;9;-10;14;-10;12;-9;14;-9;23;-8;15;-11;18;-11;17;-14;14;-18;15;-19;11;-17;11;-14;10;-15;9;-12;5;-11;7;-11;3;-13;1;-6;-1;-4;1;-1;-1;4;1;3;1;8;3;5;0;0;0;10;5;8;4;14;0;16;3;14;5;14;4;12;2;13;1;11;-5;10;-7;13;-9;6;-1;9;-8;12;-12;9;-5;12;-13;13;-12;14;-8;14;-10;15;-8;15;-10;12;-9;10;-13;5;-8;9;-10;7;0;0;0;0;0;0;0;0;0;0;1697904944.1944299;
96;110;0;6;0;0;0;0;0;0;0;0;-10;4;-12;2;-16;1;-16;4;-16;3;-16;3;-18;3;-18;3;-21;4;-21;7;-21;9;-19;11;-16;11;-14;9;-13;9;-13;8;-9;7;-8;6;-6;6;-3;3;-2;0;-1;-2;-1;-4;0;-6;0;-9;1;-10;0;0;1;-11;3;-13;3;-13;4;-14;1;-14;2;-14;2;-14;2;-12;3;-11;4;-8;8;-7;9;-8;11;-7;13;-7;13;-7;14;-5;16;-7;15;-6;15;-6;16;-5;15;-7;16;-4;16;-4;14;-3;11;-4;10;-1;0;0;0;0;0;0;0;0;0;0;1697904944.2100515;
96;110;0;6;0;0;0;0;0;0;0;0;10;-1;10;1;12;4;15;0;15;5;17;3;14;3;14;4;21;3;18;-3;22;-4;20;-5;16;-6;15;-5;13;-6;14;-3;5;-5;12;-4;9;-4;5;-6;2;-4;0;1;1;6;-5;4;-4;7;-3;6;0;0;-8;10;-5;12;-5;10;-10;11;-7;13;-9;13;-5;9;-8;12;-7;10;-10;5;-10;2;-10;5;-12;1;-14;4;-14;3;-20;1;-19;2;-17;1;-18;0;-14;-2;-18;3;-16;0;-16;0;-16;-1;-16;-2;-12;-3;0;0;0;0;0;0;0;0;0;0;1697904944.2256806;
96;110;0;6;0;0;0;0;0;0;0;0;-4;-3;-13;-7;-11;-4;-9;-7;-14;-6;-14;-2;-13;-10;-18;-10;-20;-7;-23;-8;-24;-6;-19;-3;-16;0;-16;2;-15;5;-15;0;-11;4;-13;0;-7;3;-2;-1;-2;0;-1;0;3;-7;-4;-7;3;-10;3;-10;0;0;6;-6;5;-11;8;-15;14;-3;6;-10;3;-14;5;-10;8;-8;3;-7;1;-6;9;-8;12;-5;16;-4;13;-3;17;-3;17;-5;15;-5;12;-4;19;-9;17;-3;15;-6;17;-7;16;-2;15;-3;16;0;11;2;0;0;0;0;0;0;0;0;0;0;1697904944.2729497;
96;110;0;6;0;0;0;0;0;0;0;0;-6;4;-11;5;-14;7;-9;10;-11;8;-12;6;-9;6;-14;9;-18;12;-16;12;-16;14;-15;14;-11;13;-10;14;-10;11;-10;11;-4;10;-5;4;0;9;0;-1;-1;4;-1;-5;0;-3;-4;-3;-1;-8;2;-7;0;0;1;-13;2;-11;1;-13;0;-17;1;-17;-1;-17;-1;-12;0;-12;0;-12;2;-7;10;-9;7;-8;10;-10;10;-7;10;-4;14;-9;11;-10;14;-9;14;-7;13;-7;14;-9;14;-6;13;-5;13;-4;11;-4;9;-1;0;0;0;0;0;0;0;0;0;0;1697904944.288587;
96;110;0;6;0;0;0;0;0;0;0;0;-3;-3;12;-2;11;15;5;4;10;13;4;-2;3;8;8;-8;22;0;16;9;18;-5;21;-16;19;-3;20;-14;10;-1;1;-12;5;-19;-5;-15;4;-8;-3;-13;-10;-5;4;-10;9;6;7;-6;-5;-7;7;1;0;0;11;6;6;15;3;7;-2;14;7;3;2;12;11;6;8;0;9;3;6;8;0;5;2;9;5;8;1;8;7;7;7;10;6;9;3;11;7;12;7;9;10;9;8;8;8;6;10;7;8;5;7;7;0;0;0;0;0;0;0;0;0;0;1697904944.4140568;
96;110;0;6;0;0;0;0;0;0;0;0;4;-4;7;-4;9;-6;10;-8;10;-7;10;-7;12;-6;13;-6;15;-6;17;-8;17;-11;19;-12;15;-12;13;-11;11;-10;13;-12;8;-10;6;-8;4;-8;2;-6;-1;-3;-2;-1;-3;1;-3;1;-4;4;-4;4;0;0;-7;4;-8;5;-12;4;-17;6;-11;8;-15;8;-9;9;-9;4;-9;8;-7;-1;-8;-4;-9;-2;-10;-5;-9;-7;-11;-7;-9;-11;-11;-11;-6;-12;-8;-13;-7;-13;-9;-12;-6;-14;-9;-14;-6;-10;-5;-12;-1;-9;0;0;0;0;0;0;0;0;0;0;1697904944.476948;
96;110;0;6;0;0;0;0;0;0;0;0;5;-7;8;-7;11;-8;11;-10;6;-15;20;-7;16;-7;17;-9;17;-10;21;-16;18;-14;18;-18;16;-15;14;-15;9;-15;12;-18;10;-12;7;-13;0;-8;3;-7;1;-5;1;-4;0;0;1;2;0;6;0;6;0;0;-4;5;-4;10;-7;11;-4;10;-5;11;-6;15;-3;12;-4;13;-3;10;-4;5;-8;5;-8;4;-10;2;-11;0;-12;2;-15;-1;-16;-1;-15;-2;-16;-1;-15;-1;-17;-1;-15;-1;-14;-2;-14;-3;-13;-1;-10;-5;0;0;0;0;0;0;0;0;0;0;1697904944.523836;
96;110;0;6;0;0;0;0;0;0;0;0;-7;2;-12;5;-13;7;-18;8;-14;9;-25;1;-22;4;-17;14;-22;6;-20;10;-15;12;-18;11;-12;10;-21;11;-16;17;-14;15;-13;10;-12;-4;-5;12;-2;5;1;2;1;1;-2;0;-1;2;-4;-3;4;-5;0;0;20;-6;9;-9;7;-8;6;-3;8;-13;9;-11;5;-12;6;-11;6;-6;7;-2;10;1;3;1;10;-3;10;5;11;10;4;6;12;8;7;7;15;4;11;13;14;7;10;10;9;12;5;6;6;8;2;8;0;0;0;0;0;0;0;0;0;0;1697904944.5394568;
96;110;0;6;0;0;0;0;0;0;0;0;6;-6;6;-7;10;-13;6;-14;15;-14;11;-17;13;-15;11;-11;19;-17;14;-19;14;-20;15;-22;11;-23;11;-20;9;-19;7;-19;5;-15;4;-14;5;-10;0;-7;2;-4;2;-3;4;1;3;3;1;3;2;4;0;0;1;8;3;12;3;13;-3;15;-1;13;3;15;5;10;6;11;2;11;0;7;-2;5;-9;11;-10;7;-14;7;-8;8;-14;5;-15;9;-15;7;-15;8;-16;1;-13;8;-14;6;-14;5;-13;5;-13;4;-12;1;0;0;0;0;0;0;0;0;0;0;1697904944.5711231;
96;110;0;6;0;0;0;0;0;0;0;0;-8;5;-12;4;-16;7;-17;8;-14;10;-16;7;-18;8;-20;7;-21;8;-21;11;-24;12;-23;13;-17;15;-17;13;-16;13;-14;14;-10;12;-9;8;-7;7;-5;5;-4;2;-4;1;-4;-2;-2;-5;-2;-8;-1;-8;0;0;2;-12;2;-11;2;-13;3;-14;4;-16;2;-18;0;-15;3;-15;-3;-15;-1;-12;5;-8;8;-8;9;-8;11;-8;11;-6;13;-4;15;-5;15;-3;17;-4;16;-3;15;-3;17;-3;15;-4;16;-1;12;-2;12;1;0;0;0;0;0;0;0;0;0;0;1697904944.5867608;
96;110;0;6;0;0;0;0;0;0;0;0;8;2;9;3;12;7;15;7;14;6;16;7;16;8;16;8;19;9;20;8;22;7;24;7;20;4;22;3;20;0;17;1;16;-1;12;-4;9;0;4;-1;2;1;0;2;0;1;-4;2;-5;6;-4;5;0;0;-7;6;-8;6;-10;7;-11;6;-14;10;-14;8;-12;9;-9;9;-11;7;-9;4;-11;0;-10;0;-11;0;-13;-1;-12;-4;-14;-5;-14;-7;-13;-7;-13;-8;-13;-7;-14;-7;-16;-9;-11;-8;-11;-9;-9;-10;-9;-11;0;0;0;0;0;0;0;0;0;0;1697904944.6336322;
96;110;0;6;0;0;0;0;0;0;0;0;-4;-11;-1;-14;-3;-14;-4;-20;-1;-17;-4;-19;0;-20;-3;-18;-2;-21;-5;-25;-7;-24;-11;-25;-10;-22;-10;-18;-10;-18;-10;-18;-8;-13;-7;-10;-6;-8;-4;-5;-3;-7;0;-2;1;0;3;-2;7;-4;7;-1;0;0;9;1;10;2;12;1;10;3;15;1;14;3;16;1;13;0;12;1;9;3;8;6;8;6;6;8;5;10;6;10;4;12;5;14;3;14;4;15;3;14;5;15;5;14;5;14;3;13;3;12;1;11;0;0;0;0;0;0;0;0;0;0;1697904944.649257;
96;110;0;6;0;0;0;0;0;0;0;0;4;10;0;15;2;19;4;18;5;19;0;18;-1;18;4;17;5;21;4;26;4;22;8;24;9;22;8;19;8;18;9;17;7;13;6;13;4;11;2;9;2;4;-1;4;-4;1;-5;2;-6;3;-7;1;0;0;-11;-1;-9;-1;-9;-5;-16;-5;-16;-3;-16;-1;-14;-1;-11;-3;-14;-1;-11;-2;-6;-5;-8;-8;-6;-7;-9;-14;-3;-5;-6;-10;-2;-15;-8;-17;-7;-16;-6;-14;-3;-16;-7;-15;-5;-17;-5;-12;-6;-12;-2;-15;0;0;0;0;0;0;0;0;0;0;1697904944.6658924;
96;110;0;6;0;0;0;0;0;0;0;0;1;-9;5;-12;6;-16;7;-18;4;-18;7;-17;10;-22;6;-17;8;-24;6;-24;4;-28;3;-27;1;-25;1;-23;-3;-18;1;-20;1;-14;0;-10;-3;-12;-2;-7;2;-6;3;-3;5;-2;5;0;7;1;8;2;0;0;8;6;8;6;10;8;7;9;9;8;10;9;12;9;10;6;10;8;4;6;2;8;-1;10;-1;9;-5;9;-5;10;-8;13;-8;15;-8;14;-8;12;-10;13;-8;15;-5;15;-9;14;-8;12;-7;12;-7;8;0;0;0;0;0;0;0;0;0;0;1697904944.6809025;
